5621.498910433053	5621.4989104330525	0.0	-6.527893614931359	6.527893614931361	0.09232823522017061
5221.991428623585	6004.966430539689	5.537057396496942	-6.785728781587003	6.251455931147217	0.09219652240776038
4807.627036344775	6371.3519771059855	11.058367315539023	-7.022804744580748	5.958941139494038	0.09180425361773754
4379.703689213346	6719.773486869741	16.548519055618847	-7.237448691089258	5.653147650017666	0.09115965702840725
3939.6064665274007	7049.525144375579	21.99273261907964	-7.428439509627765	5.337120983393959	0.09027542798571268
3488.7778648384237	7360.084845256278	27.377114643228637	-7.595104926982819	5.013936527886229	0.08916855630025644
3028.684135632754	7651.114944922638	32.68890834647076	-7.737280746716395	4.686623779664092	0.0878593047925661
2560.7880927804727	7922.455099432324	37.916635091614445	-7.855270809802559	4.358071326687623	0.08637024967264992
2086.5212927875973	8174.112247194816	43.05022027402187	-7.9497894779978395	4.03094659985595	0.08472530629064627
1607.2624048552061	8406.244981616477	48.08103577058796	-8.021890844007796	3.7076383899074474	0.08294882201690792
1124.3161903927953	8619.146948741542	53.00193118375343	-8.072892861400145	3.3902185204908664	0.08106476866414784
638.9065272585985	8813.224371516266	57.80712422877995	-8.10430071673487	3.0804300325934157	0.07909611703365126
152.16175383748032	8988.978843633724	62.49218269895414	-8.117736957181634	2.7796845689244076	0.07706432429512125
-334.8941248049223	9146.988732759019	67.05395514121977	-8.114878705650675	2.4890751468588492	0.07498898031273599
-821.3351735971828	9287.88791142579	71.49037615244285	-8.097405010545787	2.2094057630666737	0.07288764467143259
-1306.3258327349695	9412.348157393295	75.80028750277913	-8.066956196464398	1.9412253685920486	0.07077579947834642
-1789.1387194637723	9521.070441179749	79.9835024134006	-8.025101549658228	1.6848496283219356	0.06866677471962707
-2269.1368249330594	9614.768208310443	84.04056143177047	-7.9733174307208134	1.4404030053791783	0.06657189109020012
-2745.767966385876	9694.157137059134	87.97262076749504	-7.912973408281984	1.2078515870404773	0.06450059407236948
-3218.5505318545597	9759.945699891921	91.78128473419991	-7.845326092353419	0.9870372338296929	0.062460651821988754
-3687.08230775127	9812.830976070862	95.46863856400563	-7.771514892736061	0.7776974815551227	0.060458265915975036
-4151.026299471703	9853.49181991403	99.03709982108614	-7.692564379970738	0.5794934970896284	0.05849828574608291
-4610.105411248492	9882.584968888854	102.48935325591572	-7.60938845783753	0.39203020087998697	0.05658438032827111
-5064.088162864686	9900.741829234863	105.82822706539395	-7.522798139212548	0.21487674175175941	0.05471923808563046
-5512.788366221326	9908.567357342188	109.05668269493371	-7.43350809910477	0.04757814711763331	0.05290469557802118
-5956.0660109525925	9906.63889893578	112.17781289229416	-7.342143312036348	-0.11033539716029273	0.05114185006556235
-6393.813355537388	9895.505391283352	115.19473770497311	-7.249248913838485	-0.259335961743719	0.04943121824797604
-6825.954174250558	9875.687471344463	118.11059991961034	-7.155297474315018	-0.39989219893584016	0.047772827826979884
-7252.437031072317	9847.677968594617	120.92852098161771	-7.060697236770425	-0.5324630613690244	0.04616632019469526
-7673.232826433437	9811.942624314757	123.65158873293814	-6.9657990782266195	-0.6574942623880493	0.044611024686315004
-8088.332953523971	9768.920846715424	126.28284971392712	-6.87090284355532	-0.7754158313321469	0.043106020662328666
-8497.746741424191	9719.026598202452	128.82529735626687	-6.776263335322824	-0.8866401979546983	0.041650193414062724
-8901.494955546832	9662.649987173554	131.28183727630076	-6.6820967326624405	-0.9915599100304657	0.04024229569723919
-9299.610555801675	9600.158181539084	133.65529909685043	-6.588584853711538	-1.0905478886921256	0.03888097606936094
